day,time,type,server,source_acc_id,source_char_id,target_acc_id,target_char_id,item_type,item_amount,item_price
1,0:05:16,0,ac,30792,171768,11489,331201,accessory,2.68E-08,1.1866365
1,23:22:14,0,ah,52032,24976,714,238066,spell,2.68E-06,0.028490984
1,21:45:05,0,ap,53585,310208,26592,76552,etc,1.07E-07,0.000860246
1,18:14:21,0,bd,47275,197806,52260,372886,etc,2.68E-08,0.000122959
1,2:22:23,1,ac,78593,106777,41155,215050,accessory,1.07E-07,
1,5:00:28,1,ay,114614,87775,95609,377690,adena,0.002678249,
1,17:28:07,1,ae,86156,85323,61854,289551,adena,3.213898972,
1,20:38:17,1,am,72374,121156,119080,254070,armor,2.68E-08,
1,10:25:09,0,ao,17284,209938,76521,235755,etc,8.03E-08,0.157500256
1,22:31:02,0,bb,22616,196200,25862,47081,enchant_scroll,8.03E-08,0.009982691
1,19:11:12,1,aj,15943,40180,71874,179635,enchant_scroll,5.36E-08,
1,20:27:24,0,ac,123468,12330,87394,190352,enchant_scroll,2.68E-08,0.002494527
1,18:55:44,0,bd,48128,395757,41141,81433,etc,2.62E-06,0.007431593
1,1:18:01,0,am,45892,278160,56236,183082,etc,2.68E-08,0.024002743
1,21:05:30,1,af,18116,100280,124754,12533,adena,0.005356498,
1,17:56:04,0,af,88867,383098,98784,135354,enchant_scroll,5.36E-08,0.048118065
1,18:31:15,0,ar,17912,319298,107662,316310,etc,1.07E-06,0.946701083
1,10:12:29,0,aa,29784,376359,121060,158043,etc,2.68E-06,0.009341153
1,18:27:05,1,an,70290,360793,129413,80158,adena,0.179442693,
1,15:43:31,0,ay,89984,76603,39811,128377,accessory,2.68E-08,1.635611681
1,19:42:42,0,ab,6176,313869,7013,8311,etc,5.36E-08,0.344465071
1,17:26:05,1,ac,60542,321375,10541,79009,etc,5.73E-06,
1,3:00:43,1,ao,42257,53464,66724,304376,adena,2.230124791,
1,16:48:07,1,ar,58931,154340,92046,273599,adena,3.045169276,
1,22:56:54,0,bb,108075,266444,22616,196200,enchant_scroll,2.68E-08,0.003696441
1,3:58:52,0,ap,13704,267006,99104,38160,etc,3.21E-07,0.025172304
1,12:09:28,0,al,81964,288536,102108,142917,etc,2.68E-07,0.271216031
1,16:42:43,0,ac,104930,109510,60895,180969,etc,4.69E-06,0.065551705
1,21:58:30,0,al,30299,318945,102249,329994,enchant_scroll,8.03E-08,0.05191998
1,16:52:29,0,ac,316,20310,128179,181992,etc,2.41E-07,0.025038498
1,10:51:56,0,bd,4999,170347,62919,304221,etc,2.68E-07,0.001960801
1,10:39:11,1,ap,38769,127213,64619,52215,etc,1.93E-06,
1,19:16:51,0,aj,115985,50675,90814,100119,enchant_scroll,3.75E-07,0.053650945
1,20:50:20,1,ay,24706,303488,58740,215992,armor,2.68E-08,
1,2:11:01,0,aw,105358,331531,84669,87139,spell,5.36E-07,0.007480403
1,1:10:19,1,bb,30170,212344,101337,119438,etc,8.03E-08,
1,21:24:28,1,an,101266,232930,54913,296121,adena,0.214259931,
1,16:30:36,1,ad,114323,343411,7928,383361,etc,2.68E-08,
1,19:03:47,0,ay,43501,199602,56478,161400,etc,1.71E-06,0.229301277
1,14:52:47,0,as,55367,151992,37552,224098,enchant_scroll,1.07E-07,0.018892505
1,22:02:25,0,aj,126775,301981,6076,324247,enchant_scroll,5.36E-08,0.014482808
1,22:39:10,0,aa,86784,289387,28030,292301,etc,1.19E-05,0.060281574
1,10:28:32,1,an,103672,328172,76454,363883,accessory,5.36E-08,
1,21:43:36,0,ag,34040,161873,55613,29609,spell,8.33E-06,0.022189773
1,23:10:12,1,ai,26533,388526,2522,281967,adena,5.169020847,
1,22:48:02,0,at,55119,133387,36385,81114,armor,2.14E-07,0.014688519
1,17:27:21,0,av,72643,274865,38806,172704,etc,5.89E-07,0.087194755
1,14:35:11,0,av,87670,17783,29589,126430,enchant_scroll,2.68E-08,0.005412071
1,15:15:02,0,aq,48920,37071,97749,191543,etc,5.62E-07,0.001598095
1,16:12:14,1,ax,32592,363791,69477,309997,adena,4.017373715,
1,22:21:40,1,aa,91062,211755,28820,59778,enchant_scroll,2.41E-07,
1,16:30:01,0,bd,108018,273590,91686,225505,etc,2.68E-08,2.90E-05
1,22:01:59,1,ac,63358,182939,63768,397085,enchant_scroll,5.36E-08,
1,20:09:46,0,at,66928,6083,112504,316101,armor,5.36E-08,0.026175613
1,20:01:39,1,ai,91466,344554,109897,41559,adena,0.099095218,
1,13:44:59,0,am,53693,188644,85244,191754,etc,2.68E-08,0.000944868
1,22:15:49,0,al,40807,304153,86984,26277,enchant_scroll,2.68E-08,0.003079027
1,18:44:42,1,ac,60542,321375,10541,52976,adena,0.013391246,
1,12:29:03,1,aw,107325,81572,11320,257678,spell,2.68E-08,
1,11:52:08,0,bb,34442,125111,20623,190388,etc,1.12E-06,0.197542665
1,21:20:39,0,bd,129496,15487,92665,339362,etc,8.03E-08,0.002589435
1,18:30:43,1,ar,49756,221412,67696,382612,accessory,5.36E-08,
1,3:09:23,0,bd,87499,355634,118032,80168,etc,5.36E-07,0.069193726
1,14:55:45,1,ai,9168,189741,107056,322538,etc,2.68E-08,
1,14:13:11,0,ax,70368,17729,5485,304112,etc,1.85E-06,0.028168766
1,17:43:42,0,ab,96812,73115,7013,8311,etc,1.34E-07,0.372934549
1,15:12:40,0,ac,47493,265128,79898,273639,etc,2.68E-08,0.049623683
1,19:19:49,0,ag,41105,29854,72904,68746,etc,5.36E-05,0.339610289
1,21:02:53,1,at,37136,353448,14632,347250,adena,0.024104242,
1,10:31:19,1,ay,45760,340021,41541,195275,armor,2.68E-07,
1,20:00:20,0,as,92668,113885,118698,3249,etc,2.68E-08,0.015559612
1,2:49:23,0,bd,19648,344504,12823,240749,enchant_scroll,2.68E-08,0.001590614
1,19:26:01,0,am,59812,29794,111621,282836,etc,6.16E-07,0.01411206
1,23:21:26,1,bd,87224,196457,24447,100430,adena,0.002678249,
1,23:08:56,0,aa,75745,273830,38841,144869,etc,5.36E-08,0.849435836
1,3:10:40,0,ar,57426,866,6624,99162,etc,2.68E-08,0.085941226
1,14:39:38,1,ac,35546,112290,94515,337880,accessory,5.36E-08,
1,21:23:48,1,at,55508,269551,121003,178246,etc,5.87E-06,
1,16:36:58,1,av,73078,361056,95803,396318,spell,5.09E-07,
1,14:06:41,0,bd,13235,166459,10630,241071,etc,2.68E-07,0.000839675
1,18:00:38,0,aa,69182,366160,32317,193580,enchant_scroll,1.07E-07,0.191859242
1,2:33:43,0,ay,71266,269001,90925,84385,enchant_scroll,2.68E-08,0.004292816
1,16:42:49,0,bb,36566,280874,106734,201268,etc,2.68E-07,0.0209844
1,20:16:11,1,aw,108359,172162,75634,99375,etc,3.45E-06,
1,18:01:16,0,bd,52260,372886,36632,344730,etc,4.02E-07,0.001319824
1,20:39:07,1,af,13386,394998,82011,9969,armor,5.36E-08,
1,20:49:54,1,av,35563,393529,46297,300547,accessory,2.68E-08,
1,10:26:57,1,af,87405,196077,124737,120591,adena,0.214259931,
1,22:25:02,0,ar,6624,99162,2474,71608,enchant_scroll,1.34E-07,0.009957819
1,13:38:42,0,aj,100725,115802,22048,185293,enchant_scroll,1.61E-07,0.033408788
1,13:53:27,0,al,41079,347295,78963,364078,spell,1.34E-06,0.018701007
1,17:12:49,1,ai,77135,52603,123460,322218,weapon,2.68E-08,
1,9:18:19,1,au,33020,155959,129153,46351,etc,3.50E-05,
1,23:16:09,0,al,71118,165867,24628,262536,etc,2.68E-08,0.002724269
1,10:53:13,1,ay,120428,253240,103880,365774,enchant_scroll,5.62E-07,
1,20:33:21,0,az,44417,175564,70188,186317,etc,3.48E-07,0.06102868
1,11:34:33,1,ad,44032,23637,51503,230275,accessory,2.68E-08,
1,18:46:05,0,ab,109282,289473,3958,273999,etc,2.68E-06,0.009500112
1,17:18:25,1,au,33305,69788,44948,376555,etc,9.70E-06,
1,16:10:37,1,az,44788,74287,54124,124395,armor,2.68E-08,
1,10:57:50,0,ay,75715,306670,67302,244003,etc,1.07E-06,0.006842699
1,20:32:39,0,am,122414,177376,128391,22777,enchant_scroll,2.41E-07,0.463166347
1,14:39:48,1,ab,33305,268037,20731,91904,adena,0.60405416,
1,1:32:57,0,al,120637,20472,71118,165867,etc,1.69E-06,0.100346799
1,18:40:49,1,al,47376,349728,113816,88865,adena,1.071299657,
1,0:45:01,0,bc,65,102580,102165,256303,etc,5.36E-07,0.291692699
1,20:30:30,1,ax,88531,296270,18640,333978,adena,0.401737372,
1,23:52:49,1,aw,101461,106790,97057,24591,spell,6.70E-06,
1,16:22:58,0,ad,19531,59121,63457,297552,enchant_scroll,8.03E-08,0.177296487
1,0:15:04,0,am,84723,82074,11779,373428,etc,1.34E-07,0.000839675
1,0:29:42,1,ap,56825,172206,21323,120065,etc,0.000192004,
1,0:22:16,1,bc,129260,213062,8759,314015,weapon,8.03E-08,
1,2:52:17,0,am,86545,280737,65909,294977,etc,2.14E-06,0.007121344
1,17:00:50,0,af,16350,281021,99798,189226,etc,3.80E-06,0.062418538
1,12:28:38,1,at,10956,165706,90739,315518,adena,0.669562286,
1,17:52:25,0,ap,118193,208136,127974,33274,etc,5.36E-06,0.000130907
1,17:48:26,1,at,118334,59076,16508,8175,accessory,1.07E-07,
1,22:09:00,0,bd,97630,216963,73477,342260,etc,8.03E-08,0.014036976
1,22:09:25,0,at,77988,217509,129705,340960,etc,2.68E-08,0.110906323
1,19:50:18,0,ar,35596,123556,96563,156563,etc,8.03E-08,0.001894319
1,2:03:15,1,al,123554,383680,96147,335674,accessory,8.03E-08,
1,12:50:28,0,ac,88252,275011,123123,139087,etc,2.68E-08,0.045808117
1,16:54:22,0,ad,7928,383361,38050,13407,armor,2.68E-08,1.842073044
1,19:43:34,1,ab,96292,60528,25659,26920,adena,1.41786665,
1,22:22:59,1,az,74923,80051,56479,113805,etc,5.36E-08,
1,11:47:59,1,ax,77923,339912,2268,66439,etc,1.34E-05,
1,16:30:53,1,ac,101908,135894,84377,255386,accessory,5.36E-08,
1,14:54:47,0,ag,25632,326982,72904,68746,etc,2.68E-07,0.000924765
1,23:09:28,0,ar,107662,316310,68885,56063,etc,5.36E-08,0.528263431
1,11:46:42,0,bb,28162,45427,90072,366054,etc,2.68E-08,0.000428814
1,17:49:13,1,bb,56178,340200,78839,336935,weapon,2.68E-08,
1,17:35:22,1,ao,106956,379049,1986,106208,adena,0.026782491,
1,12:25:08,1,aj,58018,55473,46556,211393,etc,2.68E-08,
1,21:38:12,1,ax,65657,48297,2738,38881,adena,0.206225184,
1,0:52:46,1,ae,117937,35644,105461,207051,accessory,2.68E-08,
1,23:32:51,0,at,24248,291344,17993,119254,etc,2.68E-06,2.419592403
1,17:19:00,1,am,75400,95533,121190,260793,weapon,5.36E-08,
1,1:29:38,0,ae,97911,60410,114107,352049,enchant_scroll,5.36E-08,0.006758357
1,11:36:05,0,az,119793,17872,5124,191182,enchant_scroll,5.36E-08,0.00503936
1,15:01:23,0,bd,121680,388125,117832,304209,etc,8.03E-08,0.000127915
